Red,Red,Green,Green,Blue,Blue
X,Y,X,Y,X,Y
-3.0027758501040944,0.2534626038781158,-3.001387925052047,0.6578947368421053,-3,0.9944598337950135
-2.8417765440666205,0.2562326869806095,-2.83206106870229,0.6634349030470914,-2.9000693962526025,0.9916897506925206
-2.6752255378209577,0.268698060941829,-2.6752255378209577,0.6745152354570636,-2.8195697432338656,0.9751846722068329
-2.5475364330326165,0.28531855955678687,-2.53088133240805,0.6994459833795017,-2.697432338653713,0.9611034164358263
-2.411519777931992,0.31024930747922363,-2.3782095766828593,0.7396121883656508,-2.611380985426787,0.9639889196675901
-2.303261623872311,0.3407202216066474,-2.254684247050659,0.7839335180055405,-2.5114503816793894,0.9806094182825484
-2.186675919500347,0.38088642659279737,-2.106176266481609,0.8518005540166187,-2.405968077723803,1.008310249307479
-2.0645385149201942,0.42936288088642627,-1.9424011103400418,0.9307479224376727,-2.2866065232477446,1.047937827023699
-1.981263011797363,0.47091412742382266,-1.8091603053435117,1.0027700831024928,-2.1753026447682955,1.0920283164050466
-1.8924358084663429,0.5152354570637114,-1.6842470506592644,1.0720221606648197,-2.0673143650242887,1.1469298245614037
-1.7952810548230398,0.5706371191135733,-1.5482303955586403,1.150969529085872,-1.9666512452772,1.2049861495844874
-1.712005551700208,0.6135734072022165,-1.423317140874393,1.222991689750692,-1.878556557945871,1.2584641428131729
-1.6231783483691884,0.6620498614958445,-1.2928521859819568,1.296398891966759,-1.767522553782096,1.3268698060941828
-1.481609993060375,0.7396121883656512,-1.1762664816099933,1.3642659279778386,-1.6442285449919036,1.4022006771314244
-1.3178348369188067,0.8254847645429364,-1.0541290770298408,1.4349030470914128,-1.4726655871694039,1.5080024622960906
-1.1540596807772383,0.9141274238227148,-0.931991672449688,1.5013850415512469,-1.3377284293314826,1.5993767313019385
-1.0180430256766138,0.9861495844875345,-0.8015267175572522,1.573407202216067,-1.2066466188603595,1.696522006771314
-0.8764746703678004,1.0637119113573403,-0.6099930603747401,1.6842105263157894,-1.0794201557560332,1.772506925207756
-0.7598889659958363,1.1274238227146816,-0.44621790423317176,1.778393351800554,-0.9541213663351069,1.8379116651277307
-0.6266481609993062,1.202216066481994,-0.28799444829979226,1.8642659279778395,-0.7729200400956127,1.9389042782394577
-0.47397640527411555,1.2853185595567869,-0.1547536433032617,1.9362880886426592,-0.5705143033387308,2.0639427516158815
-0.3407356002775854,1.3614958448753463,-0.03539208882720368,2,-0.38738530341583743,2.181286549707602
-0.1797362942401115,1.451523545706371,0.050659264399722126,2.041551246537396,-0.22738838769373126,2.278431825176977
-0.09090909090909127,1.4986149584487531,0.14781401804302563,2.0831024930747923,-0.08281286143881506,2.3688442597722372
-0.004857737682165464,1.54016620498615,0.2588480222068008,2.1218836565096955,0.08682242270028873,2.4611803631886726
0.12005551700208184,1.595567867036011,0.3435114503816794,2.146814404432133,0.2044105173876165,2.5121575869498303
0.233865371269951,1.637119113573407,0.4476058292852181,2.1800554016620497,0.3509137173259318,2.564096645121576
0.33102012491325405,1.668975069252078,0.5614156835530877,2.210526315789474,0.5475364330326156,2.631425053862727
0.4476058292852181,1.7049861495844878,0.6766134628730058,2.243767313019391,0.7325931066389084,2.693944290550938
0.6058292852185976,1.7506925207756234,0.7696044413601659,2.271468144044322,0.854036548693037,2.74299784549092
0.7140874392782783,1.78393351800554,0.8556557945870922,2.299168975069252,,
0.8528799444829978,1.8282548476454292,,,,
