Red,Red,Green,Green,Blue,Blue
X,Y,X,Y,X,Y
555.826618850325,0.19607100319036075,395.81671089977704,0.841035141202886,381.0475159091143,1.0973759804114658
560.9719459940171,0.2984666997518617,400.9755102611167,0.942123388869196,382.9413210445468,1.1724512442396318
565.6390977443608,0.35660483674032095,406.05347631657133,0.974891796447281,384.6384671355808,1.2307168805388164
570.1092551170838,0.34673152808959484,412.35043830775084,0.9430402009869305,385.5294688333737,1.285801347040057
572.8519686312554,0.4570228996809651,416.71452825612414,0.9084326768810649,387.0144716630285,1.3402160935838359
574.5491147222895,0.571712442396314,422.23025305198473,0.8529948245303092,387.8630447085455,1.3910031903580293
576.387689654243,0.683890535271181,427.3216913250868,0.8033239276852187,388.7116177540625,1.4334187876639495
579.4688263869549,0.9677093933068144,432.4131295981889,0.7547692307692313,389.5601907995795,1.4769505848989724
577.9434069043575,0.7994172279333576,437.504567871291,0.6894715349166969,390.40876384509653,1.5227147819922018
578.7919799498745,0.8887132222616096,442.7088138839065,0.6259809313744813,391.25733689061354,1.5662465792272247
584.3632871077959,1.302185567427964,447.68744441749527,0.6118956398440276,392.1059099361306,1.6097783764622478
581.3696735200539,1.1066512584190007,452.77888269059736,0.6079889400921665,392.95448298164763,1.6521939737681677
580.7467159535637,1.0484101382488449,457.87032096369944,0.6091051400212697,393.80305602716464,1.6934933711449844
583.0348451774596,1.2246894009216596,462.96175923680164,0.611337539879476,394.86377233406085,1.7378623183268347
582.1862721319426,1.171111804324708,469.29408264455094,0.6010790867436038,395.5002021181987,1.7861379652605462
586.0338072713976,1.37536051203277,473.1446357830058,0.6398006380716068,396.76461946715995,1.8387388869195325
589.3991430188373,1.4783458348103513,476.9632144878324,0.7168184331797245,398.17217597387116,1.8881905302071205
593.2177217236639,1.5548613399503726,479.5668464936401,0.8014263878057433,403.1313235298519,1.9786211175443449
597.5464502554673,1.626627702285767,483.69287998304515,0.9849296561503018,401.01592691405926,1.944638355193194
602.3668263982669,1.6960048209854666,481.4906140633676,0.8822950726692667,405.25879214164434,2.014958950726693
607.1063692351813,1.7604521341263277,486.21467268330116,1.0689465450917055,409.5016573692294,2.0440864757703467
611.4081533316897,1.7644783935300066,489.3651909162637,1.1770515493211353,414.59309564233155,2.038723423004713
616.3867838652784,1.7623787860884643,493.08610235265576,1.257505678837292,419.38147211346336,2.016370245944531
622.493491794001,1.790602764976959,497.75325410299934,1.3279378943637015,424.7759721885358,2.0175634172279335
627.5849300671031,1.8151591634172282,501.7839760692052,1.3845850407656863,429.86741046163786,2.040073449131514
632.6763683402052,1.8609233605104576,507.0875576036865,1.4278377880184334,434.95884873473995,2.0590488479262676
637.7678066133074,1.9167333569656153,512.1789958767886,1.4708114852889052,440.05028700784214,2.0802566465792274
641.8288347597103,1.956161580399462,517.2704341498908,1.5243890818858565,445.14172528094423,2.0551421481744065
647.1021101139945,2.0078431761786604,522.3618724229929,1.5824314781992204,450.3745923949658,2.022437490251684
651.2052231667711,2.047966709992516,527.453310696095,1.6533101736972708,455.62766362911873,2.025260014291903
657.2849866601987,2.0227791492003466,532.544748969197,1.7147011697979442,459.7088958956531,2.0456544487770296
661.302236408757,1.94180913177623,537.6361872422992,1.7610234668557252,463.81033228231865,2.0919767458348106
663.4371412401971,1.8625976604041123,542.7276255154013,1.8106943637008157,468.0531975099037,2.134950443105282
664.9221440698519,1.7897656150301315,546.5428172372864,1.8326463841671212,472.2960627374888,2.1396942928039704
666.1950036381274,1.7135849698688412,553.0502542364139,1.7964628146047503,475.26606839679835,2.1031387451258423
667.8921497291615,1.6223356256646584,558.0019403347076,1.7777664657922727,477.54072540304685,2.001899411556186
669.5892958201955,1.514343282523928,563.5446095658632,1.7661526934236613,476.11464144231536,2.0640717476072314
671.2864419112295,1.4113738390641621,568.1848168809119,1.7052134704005675,478.6603605788664,1.9312439560439563
672.9835880022636,1.3209616448068067,570.7944848847195,1.658200280961571,479.5089336243834,1.8676205600850764
675.0201633115043,1.2347352002835879,577.0948338588405,1.5746180786954984,480.35750666990043,1.8081829138603336
676.8870240116419,1.1523596455157752,578.7919799498745,1.491740233959589,481.20607971541745,1.7504195675292453
681.6107641237129,1.022019518013988,580.4891260409086,1.3963051400212696,482.05465276093446,1.6884704714640202
679.3478858436412,1.0907454094292808,583.9171085818886,1.111209074796172,482.7335111973481,1.6178150159517903
684.8636106395019,0.945984709913744,584.9441597679124,0.9955495011900548,483.5820842428651,1.5441458206309822
686.5607567305359,0.8842484225451974,581.8697240911918,1.2894289968096426,484.176085374727,1.4892287841191072
688.5973320397767,0.7927200283587386,583.4591317002181,1.1979006026231838,484.6003718974855,1.4501617866004968
689.955048912604,0.7078888337468987,585.5805643140106,0.8931780219780228,485.024658420244,1.40886238922368
